CLUE,ANS,POS,FOUND IN
Between Triassic and Cretaceous ,jurassic,12,Early Jurassic creatures like Iguanodon (transitioning into the Cretaceous)
Greek waters ,ionian sea,2,"Ionian Sea - To the west of mainland Greece, bordered by Italy to the southwest."
Tree trained to grow against wall,espalier,2,Espalier: The practice of training trees to grow flat against a support structure like a wall or fence by pruning and tying branches
Old letter; the (anag.) ,eth,19,Proclamation (official old letter declaring something)
Divided skirt ,culottes,17,"Culottes (translates as ""trousers"" in French; however it is often used to describe divided skirts)"
Evening service ,vesper,4,Vespers
Treat cruelly ,oppress,6,Oppression
Ocean ,sea,1,Tide - The rise and fall of sea levels caused by the gravitational forces exerted by celestial bodies like the moon and sun.
Snare; carriage ,trap,9,"Trapdoor (a hinged door in the floor of a compartment or room that opens downward, also sometimes found on horse-drawn carriages as an emergency exit or access point)"
Shiny fluid applied to the tips of one's digits ,nail varnish,7,Top Coat - Nail varnish used to protect other nail polishes and add shine.
