CLUE,ANS,POS
Ethiopian capital ,addis ababa,1
Patch up or renovate ,revamp,5
Like no other ,unique,1
"Gas, O ",oxygen,1
Capture (slang) ,nab,4
Madness ,insanity,1
Latticework to support plants ,trellis,1
Insanity ,madness,2
Percussion instrument ,marimba,4
Room at the bottom ,basement,1
Dairy product ,cheese,1
"Flourish, do well ",prosper,1
Proposition not self-evident but proved by a chain of reasoning ,theorem,3
West African republic,niger,5
Head of abbey ,abbot,1
Material for pottery ,clay,1
Large ocean fish ,marlin,4
Irish county and port ,limerick,3
Strong drive for success ,ambition,1
