CLUE,ANS,POS,FOUND IN
Old collectable item,antique,1,Antique teapot
Fully grown ,mature,1,Matured
"Asterix, for example ",gaul,1,Gaulish hero
Peter Sellers' Pink Panther inspector ,clouseau,1,Chief Inspector Clouseau
Castor and Pollux ,gemini,1,Gemini twins
Hazard ,peril,3,Potential threat or peril
Yet to come,future,2,Future-oriented
Separated ,apart,3,Split apart
Lying between huge collections of stars -- a critical gent (anag) ,intergalactic,12,Intergalactic space
Ordained minister,clergyman,8,Sacramentally consecrated clergyman
Avidly enthusiastic ,zealous,8,Zealously committed
Toy with plastic bricks ,lego,3,Lego pieces
Of water ,aqua,1,Aquatic environment
Require ,need,1,"Necessity: The state or fact of being compelled by necessity; a need or requirement for something essential, like food in the case of feeling hungry."
Evasive ,shifty,4,Shifty-eyed
