CLUE,ANS,POS
Circus MC ,ringmaster,1
Surprise attack ,raid,7
Motherly ,maternal,1
Underwater detection system ,sonar,1
Unoccupied or not in use,idle,5
Said (a word) wrongly ,mispronounced,1
"Acute viral disease, technical name variola",smallpox,1
Room warmer ,heater,1
This moment ,now,1
European country,france,1
Judge of artistic works ,critic,1
Soundless ,silent,1
Voted in ,elected,1
Cooker ,oven,6
"Part, share ",portion,3
Strong building material ,concrete,1
Fishing boat ,trawler,7
Alone ,unaccompanied,3
Excessive utilisation,overuse,1
Picture,image,1
One of the living dead ,zombie,1
Group of players ,team,1
