CLUE,ANS,POS
Show,display,2
Occupant ,resident,1
Nevertheless ,even so,9
24 Down in Nottinghamshire ,newark,8
Heated discord,strife,6
"Extinguish, wipe out ",eradicate,3
'Many are called but few are ...' ,chosen,1
One thought guilty of a crime,suspect,3
Narrow road ,lane,2
Baleful ,ominous,1
Opera by Verdi ,il trovatore,2
Closely compacted ,dense,1
Trainee officer ,cadet,1
Extra payment ,bonus,1
Achieve successfully ,accomplish,1
French spa town,vichy,2
Between red and yellow ,orange,1
Submarine's eye? ,periscope,1
People of high birth,gentry,9
"Call on, go to see ",visit,1
Wash ,bathe,7
"Verify, examine ",check,3
Best possible,ideal,2
