CLUE,ANS,POS
"First name of . . . . . . Hemingway, American novelist ",ernest,2
Small thin sharp piece ,sliver,2
Of horses ,equine,2
Shoe part,heel,3
Speaker's platform ,rostrum,6
Small birds ,sparrows,2
Clothes fastener of two pieces of cloth that stick ,velcro,2
"Founder of the German Romantic school of opera, d. 1826",weber,5
Sudden feeling of fear,fright,7
Herb to make money ,mint,2
Watering hole,oasis,20
Large flatfish ,turbot,8
Prejudice,bigotry,3
Mixed drink ,cocktail,2
Controller of aircraft ,pilot,2
Eyelash cosmetic ,mascara,2
Capital of Ghana ,accra,2
Racing bird ,pigeon,2
Subatomic particle ,neutron,3
