CLUE,ANS,POS
Keep back ,withhold,4
Manipulate; manage ,handle,1
"Hard to pin down, slippery ",elusive,2
Remove hair (which could be narrow) ,shave,1
First ,initial,1
Patron or backer ,sponsor,1
In reserve; remark ,aside,5
Knee-cap ,patella,1
Prophet ,oracle,3
Chess piece ,knight,1
Xylophone-like instr. ,marimba,3
A one-storey dwelling house ,bungalow,2
Tribe ,clan,1
Port city of Poland ,gdansk,1
Eye inflammation ,iritis,4
Doctor Who's machine ,tardis,1
Like a teddy bear? ,cuddly,1
Rider's seat ,saddle,1
Cloak; headland ,cape,1
Valuable or cherished ,precious,1
Double-reed instrument ,oboe,3
Social insect ,ant,1
Cleric ranking just below a priest in Christian churches,deacon,1
Garden implement ,rake,7
Making clothes ,tailoring,1
