CLUE,ANS,POS,FOUND IN
Famous person (sl.) ,celeb,6,Celebrity (slang)
Operatic ego ,diva,2,Diva-like
Acquiring skill or knowledge ,learning,2,Learning a new skill
Developing in small steps ,gradual,1,Gradually
That man's ,his,2,This approach will help you develop a more constructive and respectful language when describing others
Aggressive masculine pride ,machismo,6,Aggressive machismo
Pupil - erudite person ,scholar,1,Scholarly
Give fresh life to ,renew,9,Renewed
Brad or tack ,nail,1,"Brad - This word can refer to a thin, flat piece of metal used as a fastener or a small, pointed nail"
Firmly loyal in cerulean manner? ,true blue,3,"True blue: Cerulean is a blue-green hue, often used to describe something that is true and trustworthy"
Cairo landmarks ,pyramids,1,The Pyramids of Giza - These ancient pyramids are one of the most recognizable symbols of Egypt and a must-visit attraction for any traveler to Cairo.
Venom ,poison,2,Poisonous
