CLUE,ANS,POS,FOUND IN
"Collie, perhaps ",sheepdog,2,"Sheepdog breed - a common association with ""collie"""
Couple ,two,10,Two-some
"Find, or establish in particular place ",locate,2,Located
Jewish meal ,seder,3,Seder plate
Increase in size,grow,3,Growth
Fit of petty annoyance ,huff,4,Huff and puff
Chrysalis ,pupa,2,Cocoon (a chrysalis is a stage in an insect's life cycle where it transforms into a pupa)
Consider likely to happen,expect,4,Expected
Response ,answer,2,Some potential answers could include:
Exhibit ,show,1,Showcase
