CLUE,ANS,POS
Second-hand ,used,2
Formed a line ,queued up,1
Not far away ,nearby,1
Game bird ,grouse,5
Citrus fruit ,lemon,2
Fibre got from goats ,mohair,3
Old Testament prophet ,isaiah,1
Next to ,alongside,3
Imminent in a menacing way ,looming,1
"Safe, free from danger ",secure,1
Looker-on ,spectator,1
US state ,illinois,5
Seventh sign of the Zodiac,libra,5
Feeling penitent or guilty ,contrite,3
Brief and to the point ,concise,1
Type of flower ,lily,2
Full of exciting adventures (as costume drama) ,swashbuckling,1
Commerce ,trade,1
"Irritating, annoying ",irksome,9
Craft or container ,vessel,1
