CLUE,ANS,POS
Prisoner held as surety ,hostage,7
Leading Brexiteer's given name ,boris,8
Tight group of like things,cluster,1
Likeness; statue ,image,2
Entire and complete ,intact,2
Persistently avoid ,shun,13
Still ,unmoving,11
Greek letter E ,epsilon,1
Deadly ,lethal,4
Seventh sign of zodiac ,libra,12
Measuring sticks ,rulers,2
Close acquaintance ,friend,1
"Devilment, impishness ",mischief,6
Irritating jumper? ,flea,1
Part of country surrounded by foreign territory,enclave,1
"Enormous, gigantic ",colossal,1
Fully developed ,mature,1
Doubts; reconsideration ,second thoughts,3
Armed soldier (hist.) ,musketeer,6
Shut ,closed,7
