CLUE,ANS,POS,FOUND IN
Large spade ,shovel,1,Big shovel
Large strong bags,sacks,2,Heavy-duty sacks
Highest mountain in Wales ,snowdon,1,Snowdon Peak
Fleur-de-lis ,lily,1,Lily flower
Bird of prey ,owl,11,"Owls (though not strictly predatory birds like the others on this list, owls are often associated with being bird predators)"
An organised massacre of Jews ,pogrom,5,Pogroms
City in Texas - all sad (anag) ,dallas,5,Dallas (can imply melancholy with references to past events or socioeconomic issues)
"Barely, hardly ",scarcely,10,Scarcely noticeable
Thin mortar for filling building joints etc,grout,3,Cohesive grout
eg Pooh ,bear,1,Bear with a sweet tooth
