CLUE,ANS,POS
Norwegian city ,oslo,1
Non-professional ,amateur,2
Arachnid ,spider,1
Porous substance to absorb liquid ,sponge,1
Thin and easily torn ,flimsy,7
Recount ,narrate,3
"Flip, coin or pancake say ",toss,1
Cancel out,nullify,3
Occurrence ,event,2
A synthetic fabric ,nylon,1
"Length of time, or a full stop ",period,6
Measuring stick ,ruler,3
Get the better of by being more cunning ,outfox,12
Electronic material ,silicon,17
"Pillager, plunderer ",raider,2
Attack by many parasites ,infestation,1
Abnormal body sac containing fluid ,cyst,3
