CLUE,ANS,POS,FOUND IN
Book published once a year ,annual,1,Annual publication
"Succeed, flourish ",prosper,1,Prosperous
Hopeful lover?,admirer,11,Starry-eyed admirer
Baseball player - bowl,pitcher,1,"Pitcher's mound (metaphorically, as if the ball is in a ""bowl"" when thrown)"
Current affairs ,news,9,Latest news
Ease ,comfort,1,Comfortable
Highways ,roads,7,Main roads
Mexican rolled pancake ,taco,14,Puffy tacos (a variation of a pancake-style taco)
Taut or strained ,tense,17,Tense muscles
Pointed tool for writing ,stylus,8,Stylus (for stylus-based devices)
Hillock ,knoll,3,Small knoll
Swelling of a blood vessel,aneurysm,14,Aneurysm formation
Long narrow range of hills ,ridge,3,Ridgeway
