CLUE,ANS,POS
Boat's trail in water ,wake,1
"Peril, risk ",danger,12
Not sloping; apartment ,flat,2
Window hangings ,curtains,1
Light graceful swinging rhythm ,lilt,17
Exclusion from the church ,excommunication,1
Blizzard ,snowstorm,1
Line of rotation ,axis,1
Neither equilateral nor isosceles ,scalene,1
Thespians ,actors,1
"Allocate, a job say ",assign,2
Group of vehicles ,fleet,3
"Attentive, watchful ",alert,2
Officially allow ,permit,1
Brave ,intrepid,11
Code of correct conduct ,protocol,7
Animal's natural home ,habitat,1
Collection of items of information ,data,1
Fastener for a door or lid ,hasp,11
Afflicted ,stricken,19
Partially viewed ,glimpsed,1
Short-legged hound ,beagle,1
Designed to reduce wind resistance,streamlined,2
"Obscure, puzzling ",enigmatic,1
Assortment ,melange,9
Geometrical figure ,rhombus,9
Defeated or hit repeatedly ,beaten,6
Trapped ,cornered,11
Male singer ,baritone,2
Careful and persistent work or effort ,diligence,1
