CLUE,ANS,POS
Prudent ,wise,1
Speech impediment ,stammer,12
HGV ,lorry,2
"Caught in position with no escape, like rat ",cornered,1
Concurring ,agreeing,1
Small busy insect ,ant,1
Seem or materialise ,appear,1
Large cask,hogshead,5
They're skilled in coffee-making,baristas,1
Not abstract or imaginary ,concrete,2
Kidnap ,abduct,1
Second Greek letter ,beta,1
Prove to be incorrect,refute,2
Try ,attempt,1
"Daunt, intimidate",overawe,18
Stay on as if reluctant to leave ,linger,1
Young geese ,goslings,1
Madagascan primate ,lemur,1
Home ,abode,2
Extreme unkindness,cruelty,1
"Region of eastern France, and famous Cross ",lorraine,3
Ensnare,entrap,5
Sudden extreme anxiety ,panic,1
Inattentive ,careless,2
Fragment or morsel ,scrap,7
Survey of how people have just voted ,exit poll,1
Collected ,gathered,1
Capital of Cyprus ,nicosia,1
Worm - food,grub,1
