CLUE,ANS,POS
Predicted ,foreseen,7
Leg-wear for women ,tights,2
Device for stitching ,sewing machine,1
Trespasser ,intruder,1
Rubbed out ,erased,1
Get rid of ,eliminate,7
Living being ,animal,1
Quantities of paper ,reams,2
Writing implement ,pencil,2
Effortless ,simple,1
Concise - terse ,laconic,3
Springiness ,elasticity,1
Type of lens,wide-angle,4
"'Editions, publications (6)' ",issues,4
Writer of fiction books ,novelist,2
Approximate calculation ,estimate,1
Dog lead ,leash,1
Unit of weight; cat ,ounce,5
Body of land surrounded by water ,island,1
Windpipe ,trachea,1
Sad ,morose,17
Banana-like fruit ,plantain,1
Reveal ,disclose,1
Tree-dwelling marsupial ,possum,2
Nervous ,on edge,6
Ova ,eggs,1
Female fox,vixen,1
Cross-legged yoga attitude,lotus position,1
Period when light ,daytime,1
Football attacker ,striker,1
