CLUE,ANS,POS,FOUND IN
(US) lorry driver ,trucker,3,Long-haul trucker
City devastated in World War II ,coventry,4,Coventry Blitz destruction
Tome ,book,1,Library book
Bodkin ,needle,1,Needlepoint
Allow ,permit,9,Entry permitted
Male deer ,stag,2,Stags
Catch fire ,ignite,1,Ignited
Earliest; good degree ,first,3,First-rate
Swift deer-like animal ,antelope,7,Antelope (general term)
Illuminated ,lit,4,Lit up
Elucidated,clarified,10,Clarified ambiguities
Soft toffee,fudge,5,Fudge texture
Constituent of quartz ,silica,1,"Silicon diox Written as SiO2, silica is the primary constituent of quartz."
Jewish salutation ,shalom,1,Shalom Aleichem
Alloy ,brass,5,Brass composition
