CLUE,ANS,POS
Ben Hur's car ,chariot,1
Hallucinatory state of wild excitement,delirium,3
Pay no attention to ,ignore,1
Unsurprising,predictable,1
A friendly informal conversation ,chat,1
Prophesier of disaster ,cassandra,9
From the time that ,since,2
Limited ,finite,10
Greater in size ,larger,1
Tightrope ,high wire,18
Unit of length ,inch,6
Ugly sight ,eyesore,3
Personal views ,opinions,2
Of the same value ,equal,1
Zodiacal bull ,taurus,1
Italian city,florence,2
Member of orchestra,cellist,2
Grown-ups ,adults,1
Scientist; type of shop ,chemist,11
Danger ,hazard,2
Dorset seaside resort ,swanage,4
Gobbledygook,gibberish,3
To do with sense of touch ,tactile,1
