CLUE,ANS,POS,FOUND IN
Enclosure set back or indented ,recess,2,Recession
Explicit or in detail ,specific,17,Specifics
Entrance ,gate,2,Gateway
PhD or D.Phil ,doctorate,3,Research doctorate
Young newt ,eft,17,Youthful eft
Peculiar ,odd,11,Oddball
Knock against,jostle,5,Jostles
Run away secretly to marry,elope,1,Elopes
Fertiliser ,manure,17,Manure-based fertiliser
Verity ,truth,1,Truthfulness
Grotto ,cave,1,Cavernous space
Apt or witty remark - in France ,bon mot,1,"Bon mot (French for ""good word"")"
Brief moment ,second,16,Reflexive second
