CLUE,ANS,POS
"27th US president, William",taft,1
Lady with guests,hostess,2
Driver of carriage ,coachman,1
Large spade ,shovel,1
Hearing for an actor ,audition,1
They act for others ,agents,1
"Maxims, adages ",sayings,2
Easing (of pain) ,alleviation,2
Fellow worker ,colleague,1
Unravel ,disentangle,2
Talisman ,amulet,1
Ill-suited ,unfit,3
"Barely, hardly ",scarcely,1
Major world religion ,islam,2
Thin mortar for filling building joints etc,grout,1
Illness ,sickness,1
Firm and confident ,assertive,6
