CLUE,ANS,POS,FOUND IN
Welsh dog ,corgi,18,"Pembroke companion (""Pembrokeshire"" - region in Wales famous for the Pembroke Welsh Corgi breed, hence a ""companion"")"
Printer's medium ,ink,3,Inkjet
Row with two oars,scull,4,Sculling duo
On the exterior ,outside,5,Outside edge
Secretly follow ,tail,8,Surreptitious tailing
Handcart that holds groceries etc while shopping,trolley,2,Grocery trolley
College administrator ,dean,3,University dean
Hand tool,spanner,10,Spanner (UK spelling)
Reflecting glass ,mirror,1,Mirror-like
Young sheep ,lamb,1,Lambs
Show you're pleased ,smile,20,Ecstatic smile (an expression that shows extreme satisfaction and happiness)
Financial gain ,income,14,Increased income
Honey producer ,bee,1,Apiarist - a person who keeps bees for honey production
Brief decline from high standards ,lapse,10,Ephemeral lapse
SOS! ,help,8,Urgent appeal for help
Layer ,tier,4,Tiers
