CLUE,ANS,POS,FOUND IN
Elgar (anag),large,1,"Large (Anagram for ""Elgar"")"
At high speed ,fast,3,Fast-paced
Seesaw,teeter,1,Teeter-totter
Exclamation from Archimedes ,eureka,1,Eureka!
Choose ,select,2,Selecting
Narrow ,taper,16,Tapered
Sealed so as to be airtight,hermetic,3,Hermetically sealed
Disband troops ,demob,5,Demobilize
Said or did again ,iterated,1,Reiterated
Ability to act ,power,11,Power (in the sense of action)
A case or example of something ,instance,15,Medical condition treatment instance
