CLUE,ANS,POS,FOUND IN
Season of falling leaves ,autumn,1,Autumnal
Moll Flanders author ,defoe,1,Daniel Defoe
Small close-knit group,clique,9,Small clique
Slack,loose,1,Loose fit
Motherly,maternal,10,Maternal instincts
Top of door or window frame ,lintel,9,"Lintel (the horizontal component above a doorway or window opening, though not exactly on the top)"
Wireless ,radio,3,Radiofrequency enabled
His touch turned to gold ,midas,7,Midas' influence
"British landscape and seascape painter, d.1851 ",turner,1,JMW Turner
Quick way to meet a new partner?,speed dating,5,Speed dating events (ethically and responsibly)
Estrange ,alienate,1,Alienated
Branch of study of the physical world ,science,2,Natural sciences
Find - Scott's ship,discovery,20,"Historical ship known for its association with an explorer called Scott (e.g., Terra Nova or Discovery could fit if referring to Robert Falcon Scott's Antarctic expedition ships)"
"Long, narrow hilltop ranges ",ridges,18,Escarpment with ridges (explaining the characteristic in detail)
Idolise ,worship,4,Worshiped
Unwanted plant ,weed,2,Weeds
Relative three generations earlier ,great-grandmother,2,Grandmother's grandmother (great-great-grandmother)
