CLUE,ANS,POS
Downward path ,descent,2
The animal said to be stubborn ,mule,2
Transfer power to do something ,delegate,1
Great sorrow at someone's death ,grief,1
Young animal,calf,5
Meddle ,interfere,1
Soaked ,drenched,3
Southern African desert ,kalahari,2
Young sheep ,lamb,1
Makes smaller,reduces,2
Device forcing motion in one direction ,ratchet,10
Singing to pre-recorded backing tracks ,karaoke,1
Lack of anything being done ,inaction,8
Exclusive control of something ,monopoly,1
Loss of memory ,amnesia,3
