CLUE,ANS,POS,FOUND IN
Row; level ,tier,14,Level or tier (as in floors or shelves)
Spray can ,aerosol,1,Aerosol container
Effortless ,easy,1,Easy as pie
Unit of resistance ,ohm,1,"Ohm (Ω) - The standard unit for measuring electrical resistance, named after German physicist Georg Simon Ohm."
Female red deer,hind,5,"Hind, referring to the back part of a four-legged animal"
"Is, lives ",exists,4,Exists in a specific location
Heap ,mass,13,Amassment resulting from a lack of organization or decluttering efforts
Allow fresh air to circulate ,ventilate,1,Ventilated space
Improper application ,misuse,1,Misused skill or knowledge
"Connecting, putting together ",linking,16,Linking disparate concepts or ideas in cognitive processes
Feel indignation at ,resent,2,Justifiable resentment
Hazard ,peril,2,Perilous
Place of execution ,gallows,4,Gallows (historically)
Fatigued ,tired,3,Tiredness
Theatrical deeds ,acts,1,Performative acts
Flightless bird,emu,7,Emu (Australian native)
Hollywood award ,oscar,10,Oscar (Oscar of Merit)
Beelzebub ,satan,5,Satanic disposition
