CLUE,ANS,POS,FOUND IN
Resin,lac,6,Lacquer
Reject disdainfully ,spurn,12,Spurn contemptuously
Driven by liquid under pressure ,hydraulic,1,Hydraulic power
Threadlike strands growing from the skin ,hair,1,Hair strands
Jutting part of lower jaw,chin,8,Mentoplasty (surgical modification of the chin area)
Type of fastening - on/off key,toggle,13,Toggle fastener
Pulchritude,beauty,11,Adorned (in reference to physical beauty)
Took a loan of ,borrowed,1,Borrowed funds
Natural gift ,talent,2,Inherent talent
Treatment centre ,clinic,2,Recovery clinic
Judging panel ,jury,16,Jury members
