CLUE,ANS,POS
Lady with guests,hostess,1
Driver of carriage ,coachman,1
Large spade ,shovel,1
"Hastily, illegally convened tribunal",kangaroo court,10
Hearing for an actor ,audition,1
Improving in health ,on the mend,12
They act for others ,agents,3
Was untruthful ,lied,1
State of southwest US ,arizona,1
Made a Sir ,knighted,1
Chop with an axe ,hew,3
Oesophagus ,gullet,2
Shockingly unacceptable ,disgraceful,4
Fellow worker ,colleague,1
Bird of prey ,owl,5
Bushy-tailed rodent ,squirrel,1
Gruesome ,macabre,10
Unravel ,disentangle,10
Talisman ,amulet,1
Ill-suited ,unfit,4
"Barely, hardly ",scarcely,3
Major world religion ,islam,2
Uprising ,rebellion,1
Thin mortar for filling building joints etc,grout,3
Illness ,sickness,1
