CLUE,ANS,POS,FOUND IN
Japanese fighter ,ninja,19,Ninjutsu - ancient Japanese tactics associated with ninjas; representing stealthy and swift combat techniques
"Linchpin, principle support ",mainstay,3,Mainstay foundation
Soft French cheese ,brie,1,Brie de Meaux
Claw ,talon,5,Talon-like grip
Bite and grind food in the mouth,chew,2,Chewing
One of two armed conflicts in southern Africa ,boer war,1,"Second Boer War: A conflict fought between the British Empire and the two Boer states, the South African Republic and the Orange Free State, from 1899 to 1902."
Heart rate ,pulse,11,Bounding pulse (when abnormally high)
Sailing boat ,yacht,4,Yacht with sails
"-- and Aeneas, opera by Purcell ",dido,7,Illyrian hero (related to Dido)
Interchange of commodities without hinder ,free trade,17,Free trade of commodities
Underground chapel ,crypt,17,Cryptic chapel (as a metaphor for hidden)
Automation ,robot,2,Robotics-based operations
District of the Gironde ,m,4,Gironde Departement
Indian melody ,raga,1,"Raga: A complex, ancient melodic framework used in Hindustani classical music from North India"
Sticky substance ,goo,5,Gooey
Contract of insurance ,policy,2,Protection policy
Part of London (or Alberta) ,edmonton,12,"Hull Street (slang for part of Old London Town, though more associated with Alberta's Edmonton region)"
Speak to the residence ,address,1,Address them directly
Classical dance ,ballet,1,"Ballet: A highly technical form of dance characterized by grace and precision, often performed in theatrical productions with elaborate costumes and sets."
Manifest; obvious ,evident,7,Patently evident
