CLUE,ANS,POS
Mass of bubbles ,froth,46
Small road,lane,3
Indonesian dish ,satay,4
Of dubious legality ,shady,58
Outside ,external,3
Lower extension of collar on jacket or coat ,lapel,2
Pity for a Biblical Book ,ruth,9
Imperial capacity measure,pint,6
Chinese martial art ,kung fu,2
Military training ,drill,4
Constituent of brass ,zinc,38
The peninsula containing Spain and Portugal ,iberia,2
Careful use (of a resource) ,conservation,2
State of wealth and prosperity ,opulence,3
A cutter and engraver of gems ,lapidary,4
"Pal, buddy ",chum,14
Former capital of the German Federal Republic,bonn,44
Preserve made with citrus fruits ,marmalade,2
