CLUE,ANS,POS
Append ,affix,44
Melt ,dissolve,3
Acquiring skill or knowledge ,learning,1
North African capital ,tunis,1
Leave out or neglect ,omit,1
"Last, final or extreme ",ultimate,1
Aggressive masculine pride ,machismo,1
Low in price ,cheap,4
Buttocks,backside,5
The witching hour ,midnight,2
Attack ,raid,3
The use of words which is the opposite of what they say ,irony,1
Atom cores ,nuclei,1
Give fresh life to ,renew,4
German name for Aix-la-Chapelle ,aachen,1
Firmly loyal in cerulean manner? ,true blue,5
Cairo landmarks ,pyramids,1
