CLUE,ANS,POS,FOUND IN
Eggs ,ova,1,Oval
Untidy state ,mess,1,Messy
"W.M. -, Eng. novelist ",thackeray,2,William Makepeace Thackeray
Walking in water ,paddling,3,Paddling lightly
German airship,zeppelin,13,Großer Zeppelin
Rodent related to the guinea pig ,agouti,14,Agouti (not directly related but sometimes kept as pets in South America and can be confused with guinea pigs)
Dutch painter renowned for his use of light ,vermeer,2,Johannes Vermeer
Sweet blackcurrant liqueur ,cassis,2,Crème de cassis
A Mexican river ,rio,10,Río Bravo del Norte (also known as Rio Grande in the USA)
Silver medal position,second,1,Second place
Between black and white ,grey,2,Grey area
