CLUE,ANS,POS,FOUND IN
Play music in the street ,busk,7,Busker's tunes
Typo ,misprint,3,"Misprint (error in printed material, loosely linked to typo)"
Ashen hue ,pallor,12,"Pallid (indirectly related to an ash hue, but indicative of pallor and paleness)"
Fight ,struggle,16,Power struggle (in a figurative sense)
Catch the breath ,gasp,2,Gasping for air
Fan out in ornamental water jet ,fountain,6,Aerating fountain
Leave ,depart,1,Departing
Make stronger and hardier ,toughen,8,Toughened
Conforming to Islamic (dietary) laws,halal,1,"Halal: permissible according to Islamic law, particularly in reference to diet"
"Fast river flows, white waters ",rapids,3,High-speed rapids
Oliver Goldsmith wrote 'The . . . . . of Wakefield' ,vicar,1,The Vicar of Wakefield
Pursue quarry ,hunt,1,Hunted prey
Blank areas ,spaces,7,Fill: Void spaces (in architecture)
Whole and complete ,entire,1,Entirety
Widespread ,mass,18,Massive reach
"Tear, rend ",rip,1,Ripped
