CLUE,ANS,POS
Leg-wear for women ,tights,3
Device for stitching ,sewing machine,1
Trespasser ,intruder,1
Classifies ,sorts,3
Rubbed out ,erased,1
Quantities of paper ,reams,2
Organs of hearing ,ears,1
Writing implement ,pencil,2
Effortless ,simple,8
Instance ,example,2
Covered in folds of cloth ,draped,4
Manifestation of a deity; cyberspace icon ,avatar,1
Deduce (from evidence) ,infer,1
"'Editions, publications (6)' ",issues,2
Writer of fiction books ,novelist,1
Dog lead ,leash,2
High-birthrate period ,baby boom,1
Irritate ,rile,10
