CLUE,ANS,POS
Ideal ,optimal,3
Style popular in the 1920s and '30s ,art deco,5
Vertical parts of stairs ,risers,1
Disastrous ,catastrophic,1
First Greek letter ,alpha,1
Five-cent coin (US) ,nickel,1
Delicate ornamental metalwork,filigree,1
Allowed to enter ,admitted,5
Cheese,camembert,8
Word for word ,verbatim,5
"Settled, found a solution ",resolved,1
Small stone ,pebble,1
Science of speech sounds,phonetics,1
Animal with a sting in its tail ,scorpion,2
Dispensary ,pharmacy,1
Clarified butter used in Indian cooking ,ghee,1
Cited ,quoted,5
Gem weight unit,carat,1
