CLUE,ANS,POS
Instrument of torture (a hinged case lined with spikes) ,iron maiden,2
Face veil ,yashmak,12
One who has lost a limb,amputee,1
Filaments of a spider's web ,gossamer,1
Dither indecisively ,hesitate,1
Old banger ,jalopy,3
Disapproval or evaluation ,criticism,11
Sequence ,series,4
Humble request ,plea,1
Small design ,logo,2
Asseverate ,affirm,5
Concur ,agree,1
Top-floor or attic room,garret,2
In a quick tempo (music) ,presto,2
Sticking,adhesion,1
Private teacher ,tutor,1
Unbranded animal or person of independent thought ,maverick,7
Throwing away ,discarding,2
"Imperils, jeopardises ",threatens,2
Deprive of food ,starve,1
Burden ,onus,21
Type of hot curry ,vindaloo,1
City on the Clyde ,glasgow,1
North Yorkshire cathedral city,ripon,1
Lightweight cotton cloth ,muslin,1
Of the sun ,solar,1
Voucher ,coupon,1
Introductory scene ,prologue,1
Triumphantly happy,jubilant,2
Magician (from Oz?) ,wizard,1
Thrown away ,jettisoned,6
French cathedral city ,chartres,1
Milk-curdling agent ,rennet,1
Vividly coloured bird,parrot,4
Feeling of boredom,ennui,1
North African country ,libya,3
Project or strategy ,scheme,3
Small restaurant ,bistro,1
Monarch ,emperor,3
Business partner ,associate,1
Peruse ,read,5
Nail - windward course - temporary stitch,tack,12
Approaches,nears,18
