CLUE,ANS,POS,FOUND IN
Open ,unseal,2,Unsealed
- May Alcott; author ,louisa,11,Bronson Alcott's wife (Louisa)
Bay State ,massachusetts,1,"state of Massachusetts, which has been called this since colonial times because it is home to Massachusetts Bay"
Lock (of hair) ,tress,4,Tresses
Porous fibres for soaking up ,sponge,7,Cellulose sponge
"_____-Korsakov, Russian composer (1844-1908)",rimsky,2,Rimsky-Korsakov (Nikolai Rimsky-Korsakov)
"Author of Our Mutual Friend, d. 1870",dickens,1,"Dickens (Charles Dickens is the author of ""Our Mutual Friend"")"
Suffocation ,asphyxia,1,Asphyxiation
Words said to a sneezer ,bless you,1,Bless you (common expression)
Graduates of a college ,alumni,2,Alumni (plural form of alumna/alumnus)
Pester persistently,harass,3,Harassment
"Pledges, vows ",promises,19,Testamentary pledge (specifically relating to wills and inheritance promises)
