CLUE,ANS,POS,FOUND IN
Veil worn by Muslim women ,yashmak,19,Yashmak (historical)
Discharge; give expression to,vent,10,Give vent to
Essaying ,trying,2,Trying out
Snow vehicle and heavy hammer ,sledge,21,Sledgehammer
Wrecker ,saboteur,15,Saboteur (can sabotage objects or plans)
Occupation ,work,3,Line of work
Food grain ,cereal,20,Cereal (a more general term that includes many food grains)
Furthest extent ,limit,3,Farthest limit
Aid in a crime ,abet,10,Abettor
Dismal ,drear,11,Dreary
Aid to memory ,mnemonic,1,Mnemonic device
Gains points ,scores,2,Scores points
