CLUE,ANS,POS
Blown out of proportion ,exaggerated,1
Vestige ,trace,2
Movie-house ,cinema,1
Fine and dainty ,delicate,1
Less cloudy or more easily understood ,clearer,1
Amorous ,romantic,1
Grass ,turf,5
Implicitly understood,tacit,8
Book by Isak Dinesen ,out of africa,3
Hall porter,doorman,5
Dickens eponymous hero ,oliver twist,5
Unable to sit still ,restless,1
Island in West Indies ,antigua,1
Deactivate,disable,2
Fourteen-lined verse ,sonnet,1
Trigonometrical function,sine,1
Accidental (fluid) release ,leakage,4
Using tobacco ,smoking,1
Molten rock ,lava,1
Boredom ,ennui,7
Greek philosopher ,plato,2
Worn at edges ,frayed,1
"Raised high, glorified ",exalted,1
Foreign ,alien,1
Purchased ,bought,2
Sorcerer ,wizard,2
Reproductive cell,gamete,1
