CLUE,ANS,POS,FOUND IN
Texans sometimes wear hats to hold ten of them ,gallon,1,"Ten-gallon hat: While not literally capable of holding ten items, this phrase symbolizes the size of traditional cowboy hats associated with Texas culture and heritage."
Protein (catalyst) ,enzyme,1,"Enzyme: A protein that acts as a catalyst in biochemical reactions, speeding up the rate without being consumed in the process."
Of the immediate past ,recent,5,Recently
Alias ,pseudonym,7,Mysterious pseudonym
Upper-body armour piece ,cuirass,17,Cuirass (a complete set of breastplate and backplate that covers the torso as a whole)
Instruction for cooking ,recipe,2,Gather ingredients: Collect all necessary ingredients for the recipe and ensure they are fresh and properly measured to achieve consistent results.
Slow a vehicle ,brake,8,Tap the brakes (literal action)
Deficient,lacking,1,Lacking essential nutrients
Four score and ten ,ninety,2,Ninety-six years back
"Very old English cop, or spud scraper ",peeler,4,Peeler (as it could metaphorically imply removing the outer layers of something old or worn out)
Cold symptom,sniffle,10,Sniffles and sneezes
Flat-topped height ,plateau,7,Plateaued
Large snake ,boa,5,Mammoth-sized boa constrictor
"Funny, droll ",comic,7,Comical relief
Loft ,attic,3,Attic room or area
"Wry, sarcastic",ironic,13,Paradoxically funny (creating humor through contradictory or ironic statements that seem witty when interpreted in context).
A bag for schoolbooks ,satchel,2,School satchel
Too tolerant or generous ,indulgent,8,Unreservedly indulgent
Artificial fibre ,nylon,10,Nylon (widely known artificial fibers)
