CLUE,ANS,POS
Artist's black material ,charcoal,1
Undoes a knot ,unties,1
Main constituent of the air ,nitrogen,2
Greek aubergine-based dish,moussaka,1
Metallic element ,tin,8
Actor ,thespian,1
Scandinavian country ,norway,2
Fermented feeding stuff for cattle ,silage,1
Part of the foot ,instep,3
Absolutely horizontal ,level,2
Blyton creation ,noddy,1
Lack of rainfall,drought,2
Small children ,tots,7
Rope-shortening knot,sheepshank,3
Middle Eastern market ,bazaar,2
Martial art ,karate,1
