CLUE,ANS,POS
Second-hand ,used,2
Royal mansion ,palace,1
Rather recent ,newish,3
Shut,closed,1
Petty quarrel ,squabble,1
Not far away ,nearby,2
Game bird ,grouse,4
Citrus fruit ,lemon,2
An informal toilet ,loo,1
Slanting ,oblique,8
Throw -- bitumen ,pitch,3
Fibre got from goats ,mohair,6
Bacon strip,rasher,1
Properties that have money value ,assets,1
Deep ravines ,gorges,1
Old Testament prophet ,isaiah,1
Stellar system ,galaxy,1
Control ,restrict,16
German tank ,panzer,6
Interrogate ,question,1
Find out ,ascertain,10
Imminent in a menacing way ,looming,4
