CLUE,ANS,POS
Group of fish ,shoal,1
Drawings showing how things work ,diagrams,1
Fast-moving stream ,torrent,1
Underground chapel ,crypt,1
Prolonged public dispute,controversy,4
In a happy mood ,cheerful,2
Pig meat ,pork,1
Bell tower ,belfry,2
"Arrogant pride, from the Greek ",hubris,1
Hold affectionately ,embrace,1
"Alleviates, relieves ",eases,6
Magical or medicinal potion ,elixir,1
Continent ,asia,1
Forgetful ,absent-minded,1
Unhurried and relaxed,laid-back,6
Wallpaper remover ,scraper,8
Totalitarian Russian leader,stalin,1
Resolve; come down ,settle,2
