CLUE,ANS,POS
Giraffe-like animal ,okapi,1
Indian dish ,samosa,8
Disease of birds ,psittacosis,2
Small lump ,nodule,6
Computer files printed out on paper ,hard copy,1
Thick,dense,3
Large reptile,crocodile,1
Surgeon's knife ,scalpel,1
Pale and wan (6) ,pallid,3
Legal possessor ,owner,1
Rite ,ceremony,1
Yellow fruit ,banana,1
Royal personage,prince,6
Frozen in,icebound,6
House robber ,burglar,4
Highly decorated,ornate,1
Very fancy or complicated ,elaborate,3
Fungal plant disease ,mildew,2
"Obstinate, bullheaded ",stubborn,1
Golf ball support ,tee,2
Small African nocturnal primate with large eyes ,bushbaby,3
Outlaw,bandit,17
