CLUE,ANS,POS,FOUND IN
Variety of cabbage ,cauliflower,4,"Broccoli, cauliflower, Brussels sprouts ensemble"
(US) lorry driver ,trucker,4,Over-the-road trucker
City devastated in World War II ,coventry,3,"Coventry, England"
Tome ,book,1,"Booklet or pamphlet: A small book made up of a few pages, often used as an introduction or supplementary material."
Because -- from the time when ,since,11,I am passionate about puzzles and their underlying cognitive processes since childhood
"Jolts, jars ",shocks,1,Shocks - sudden involuntary movement or sensation caused by stimuli.
Catch fire ,ignite,8,Ignited
Unknown or peculiar ,strange,16,Strange and unusual
Repair ,mend,2,"Mending: Repairing something that is broken, torn, or damaged"
Illuminated ,lit,1,Brightly lit
Elucidated,clarified,3,Clarified ambiguities
Wealthy businessman ,magnate,3,Opulent magnate
Constituent of quartz ,silica,4,Crystalline silica
Jewish salutation ,shalom,1,Shalom Aleichem (Hello)
Seldom ,rarely,2,Rarely occurring
