CLUE,ANS,POS
"Succeed, flourish ",prosper,4
Left out - neglected,omitted,9
Current affairs ,news,1
Ease ,comfort,3
Taut or strained ,tense,1
F Scott Fitzgerald wrote ''The Great .....'' ,gatsby,1
Military land force ,army,1
Austrian city where Mozart was born ,salzburg,1
Horse-drawn vehicle ,carriage,1
Short witty remark ,one-liner,3
Capable of being heard ,audible,1
Swelling of a blood vessel,aneurysm,5
Long narrow range of hills ,ridge,3
Light resilient plastic made of polystyrene ,styrofoam,1
Forearm bone ,ulna,2
