CLUE,ANS,POS
Clamorous ,noisy,15
A long arduous march ,trek,4
Light volcanic rock ,pumice,1
Unpleasant ,nasty,6
It's thrown in a field event ,javelin,3
Agreement ,harmony,6
Doctor Who genre ,sci-fi,2
Small falcon,kestrel,1
Draught of medicine ,potion,7
Official procedure ,protocol,1
A stay in bed ,lie in,4
Plenteous ,ample,2
Roman emperor ,nero,5
Mediterranean island ,cyprus,4
Large army guns ,artillery,4
"Hot and bothered, rattled",flustered,2
Threefold ,triple,2
Sameness ,monotony,8
Great king of Prussia ,frederick,1
Portuguese Atlantic isles ,azores,1
