CLUE,ANS,POS
Very ugly building ,eyesore,1
Medical practitioner ,doctor,1
Small lump ,nodule,4
Thick,dense,1
Large reptile,crocodile,1
Surgeon's knife ,scalpel,3
Legal possessor ,owner,1
Terror ,panic,5
Rite ,ceremony,1
Yellow fruit ,banana,1
Frozen in,icebound,12
Festival ,gala,2
House robber ,burglar,1
Bony framework ,skeleton,1
Highly decorated,ornate,2
Very fancy or complicated ,elaborate,1
"Obstinate, bullheaded ",stubborn,1
Small African nocturnal primate with large eyes ,bushbaby,2
Outlaw,bandit,1
