CLUE,ANS,POS
Died by submersion ,drowned,1
Border or leeway ,margin,1
Automaton resembling a human,android,1
Money lodged to secure release pending trial ,bail,1
Carry out ,execute,2
Item of make-up ,lipstick,1
God ,deity,2
"Obstinate, unwilling to yield ",stubborn,1
Refer (to indirectly) ,allude,1
Tetanus ,lockjaw,1
Annulment ,cancellation,2
Mouth-organ ,harmonica,1
Central part ,core,1
Broadcast ,transmit,2
Prophesy ,foretell,7
Therefore ,thus,6
Fast-running African bird ,ostrich,6
Penalty appended to driving licence ,endorsement,7
Style of art such as that of Jackson Pollock ,abstract expressionism,1
"Dry and mocking, or bent out of shape ",wry,7
