CLUE,ANS,POS
Ill health,sickness,2
Purse worn with kilt ,sporran,9
Venerate ,respect,3
Bustle; occupation ,activity,1
Near the kidneys,adrenal,3
Ugly and offensive sight ,eyesore,1
"Grassland; Georgia river, port ",savannah,1
Influence someone deviously ,manipulate,2
Creator of dance routines ,choreographer,1
Producing much ,prolific,3
Give way ,yield,1
Indication,sign,4
Nuclear weapon,atomic bomb,1
Wrapped around with string ,twined,9
Place to keep and exhibit objects of interest ,museum,1
Woodwind instrument,oboe,3
Capital of Colombia,bogota,1
Inert gas ,xenon,7
Seat ,chair,2
