CLUE,ANS,POS,FOUND IN
Powerful pre-1871 state of central Europe ,prussia,2,Kingdom of Prussia
Depressed ,low,8,Low spirits
Pupil in a higher form ,senior,2,Senior student
Boggy land ,swamp,1,Swampy terrain
Unmarried state entered in to by some clergy ,celibacy,6,Clerical celibacy (for those who choose not to marry)
Spoke violently ,spat,20,Spat venomously
Recede ,ebb,11,Ebbing away
Scand. cured salmon ,gravlax,3,Gravlax-inspired salmon
Hurry ,haste,16,Hastening action
Long pointed weapons ,spears,20,"Lanceolate blade (describes the shape, often found in pointed weapons like certain ancient spears)"
Mary Shelley's monster ,frankenstein,5,Frankenstein’s creation
Minor argument,spat,9,Minor spat
