CLUE,ANS,POS,FOUND IN
French impressionist painter ,renoir,2,Pierre-Auguste Renoir
Ruler ,queen,4,King/Queen
Raised pulpit ,ambo,13,Ambo (church context)
Burial place ,tomb,3,Tombstone
Mental picture; idol ,image,3,Idealized image
"Small beetle, crop pest ",weevil,17,Alfalfa weevil
Reckoning of a debt or of votes ,tally,2,Tally of an obligation
Spanish city; orange type ,seville,1,Seville (city in Spain)
Pedantically find fault ,nitpick,2,Nitpicky
Cut of meat from the lower back and sides,loin,1,Sirloin
"Answer, reaction ",response,1,Resoundingly (a loud and emphatic response)
Carries out orders,obeys,5,Obeys orders
