CLUE,ANS,POS
Focal point for Mass ,altar,1
Gangster's tart ,moll,3
Season of falling leaves ,autumn,1
Moll Flanders author ,defoe,1
Slack,loose,2
Roman god of the sea ,neptune,1
Queen of fairies ,titania,1
Motherly,maternal,1
Doctor -- (Marlowe) ,faustus,2
The mythical giant with a single eye in the middle of his forehead ,cyclops,1
Lacking any ethical sense ,amoral,1
Simple and guileless,naive,5
Rope loop ,noose,2
Wireless ,radio,1
His touch turned to gold ,midas,1
Escaped or avoided ,evaded,2
Quantity of medicine ,dosage,5
"British landscape and seascape painter, d.1851 ",turner,1
Quick look ,glance,3
Quick way to meet a new partner?,speed dating,5
Develop wing feathers ,fledge,19
Short pieces for solo instruments to show talent ,etudes,2
"Good enough, acceptable ",adequate,2
Black and white bird ,magpie,2
Find - Scott's ship,discovery,2
"Long, narrow hilltop ranges ",ridges,5
Idolise ,worship,2
Put or forced out ,ousted,5
Unwanted plant ,weed,1
War-torn,battle-scarred,11
Standard for comparison ,yardstick,3
