CLUE,ANS,POS,FOUND IN
Angle between leaf and stem ,axil,12,Leaf axil
Trendy body joint? ,hip,2,Hip Flexor
Highway ,road,2,Roadway
Disease inflaming the big toe ,gout,1,Gouty arthritis
Regard ,esteem,4,Show esteem for
Fight verbally ,spar,11,Sparring (in a figurative sense)
Ladies' hosiery,tights,4,Feminine tights
Broad ,wide,3,Wide-ranging
Christian Creed adopted in 325 a.d. ,nicene,1,Nicene Creed
Chain of rocks underwater ,reef,1,Coral reef formation
Improve equipment or promote ,upgrade,1,Upgrade components
