CLUE,ANS,POS,FOUND IN
German tank ,panzer,1,Panzerkampfwagen
"Irish organisation for women, initially ",ica,5,"Irish Red Cross Society: Though not exclusively a women's organization, it does provide significant support to female beneficiaries in times of crisis through disaster response, healthcare services, and humanitarinasional aid"
A group of six voices ,sextet,8,Tenor sextet
Small lie ,fib,11,Fib (shortened version of a lie)
Fail to win ,lose,14,Loser's mindset
Hot drink ,cocoa,18,"Cocoa, when enjoyed hot and not cold"
Of flowers ,floral,40,Fuschia (floral reference)
Girl's name ,annabel,1,Annabelle
"John, Paul, George and Ringo ",beatles,1,The Beatles
Friendly - type ,kind,1,"Affable: Kind, pleasant, and easy-going in social interactions."
Extensiveness - measure ,length,5,"Span: Measures the length or duration between two points in time, space, or sequence, often indicating the breadth or width of something."
Magnitude ,size,8,Great in size or extent
