CLUE,ANS,POS
One without mother or father ,orphan,1
A conductor wields it ,baton,1
Harsh ,severe,9
Individual unit in a list ,item,2
Land jutting into sea ,point,4
Capital of Nebraska ,lincoln,1
Job favouritism shown to relatives ,nepotism,1
Uppermost point ,apex,5
In danger ,at risk,1
A fool being cool and remote ,aloof,1
Adoration ,worship,3
"Seize, usually for ransom",kidnap,1
Retaliation ,revenge,1
Established lines of travel ,routes,1
Hale ,healthy,1
Venetian waterman ,gondolier,1
Shape of new moon ,crescent,1
Illegal importer ,smuggler,1
Farm pen ,sheepfold,6
"Secretion, deficiency of which results in diabetes",insulin,1
Repairing ,fixing,2
Male horse for breeding,stallion,1
