CLUE,ANS,POS
Fashion designer ,couturier,7
Escape from; baffle ,elude,1
"Trounce, beat ",thrash,5
Violently destructive ,cataclysmic,15
Grassy plains of South America ,pampas,1
Inland body of water ,lake,1
Trepidation ,alarm,10
National song ,anthem,1
"Activate, wake up ",rouse,8
Gifts ,presents,1
Column ,pillar,2
Dawn ,sunrise,1
Fish ,herring,6
Climbing plant ,ivy,2
Coming out ,emerging,1
The first man ,adam,1
State ,condition,3
Style; refinement ,elegance,2
On the cards ,likely,5
Disgorged ,ejected,4
A stand in a market-place ,stall,1
Epic - legend ,saga,4
Pressure or emphasis ,stress,1
"Functional, handy ",useful,2
Conceal ,hide,1
Boundary; maximum ,limit,2
Frame of vehicle ,chassis,1
Card game ,canasta,10
Adhesive - muggy,sticky,1
Cutters ,knives,4
Baby frogs ,tadpoles,1
Part of a billiard table,pocket,1
Nearer ,closer,1
Requiring hard work ,arduous,2
Crustacean ,crab,1
