CLUE,ANS,POS
Ravine ,gorge,2
"Apprise, notify ",inform,1
Muggy ,humid,1
Without fixed limits or restrictions,open-ended,7
Pay a casual visit unannounced ,drop in,1
Rough calculation ,estimate,1
"Drink, maybe philtre ",potion,2
"Horrified, shocked ",aghast,3
Tennis court feature ,net,3
Damage ,harm,1
Egyptian goddess ,isis,1
Interlaced link of hair strands ,braid,1
"Hurry, haste ",rush,1
"The universe, all things ",creation,3
"Atrocious, awful ",dreadful,2
"London area, centre of the UK diamond trade",hatton garden,1
One loads and unloads ships,stevedore,1
Revenge ,reprisal,4
Sudden apprehension and fear ,alarm,1
Wrongly understand ,misinterpret,1
"Locomotives, carriages etc",rolling stock,8
Great disaster ,debacle,7
