CLUE,ANS,POS
"Refuse, litter ",rubbish,4
Merchandise ,wares,3
Baby's bed ,cot,4
(Of money) outstanding,owing,8
Gentle - bland,mild,1
Fleshy part of the ear ,lobe,6
Stop doing something ,desist,2
Weak cry of young bird ,cheep,2
Sampled ,tasted,1
Steadfast ,immovable,14
Visionary ,seer,2
Son of a sovereign ,prince,1
Over the moon ,ecstatic,4
Ways out ,exits,1
Highly profitable ,lucrative,1
Just one - fish ,sole,2
N. American native ,apache,17
Not able to be seen ,invisible,1
In any event ,anyway,1
Contended or debated ,argued,1
Involving two things ,binary,1
Yorkshire river ,ure,11
Type of fuel ,diesel,2
Tell a story ,relate,4
Epic poem ,iliad,2
Outlook or aspect ,prospect,2
Cores,hearts,2
Of Oxford (University) ,oxonian,1
Soak through,permeate,1
Governing body of the Roman Catholic church ,curia,2
