CLUE,ANS,POS
Norwegian city ,oslo,1
Non-professional ,amateur,1
"Not liable to, perhaps disease ",immune,1
Arachnid ,spider,1
Porous substance to absorb liquid ,sponge,6
United States ,america,1
Recount ,narrate,1
"Flip, coin or pancake say ",toss,1
"Annelid worm, used in medicine of old",leech,12
Slender ,thin,3
Occurrence ,event,6
Greek tragedian ,aeschylus,1
Birthplace of Jesus,bethlehem,1
A synthetic fabric ,nylon,1
Plant seeds ,sow,1
"Length of time, or a full stop ",period,4
Measuring stick ,ruler,1
All of one's assets -- 5-door car ,estate,8
"Pillager, plunderer ",raider,1
Handsome young man of Greek mythology ,apollo,5
Attack by many parasites ,infestation,1
Men who are mighty in battle ,warriors,1
Every single one ,each,6
Light shoe,flip-flop,2
Abnormal body sac containing fluid ,cyst,1
