CLUE,ANS,POS,FOUND IN
Fully grown ,mature,1,Matured
Tear ,rip,2,Ripped
"Asterix, for example ",gaul,1,Gaulish warrior
Peter Sellers' Pink Panther inspector ,clouseau,1,"Inspector Clouseau (character from ""The Pink Panther"" series, but not specifically linked to Peter Sellers; however, he played the role in some films)"
Castor and Pollux ,gemini,1,Gemini twins
Nazi-style discrimination,racism,5,Institutionalized racism
Hazard ,peril,3,Perilous
Yet to come,future,16,Near future
Lying between huge collections of stars -- a critical gent (anag) ,intergalactic,7,Intergalactic space
Ordained minister,clergyman,1,Priestly clergyman
Avidly enthusiastic ,zealous,1,Zealously keen
"Large, snail-like mollusc ",whelk,9,Chank (Channeled whelk)
Toy with plastic bricks ,lego,2,Bricklayer (metaphorically playing with blocks like LEGO)
Of water ,aqua,2,Aquatic environment
Require ,need,1,Needed
Relative ,aunt,19,Aunt/Uncle
