CLUE,ANS,POS,FOUND IN
Subcontinent ,india,3,The Indian subcontinent
Small in length ,short,4,Shortened
That which is aimed at ,target,1,Targeted
Flax fabric ,linen,1,Linensheet
Colour; sad ,blue,2,"Blue - Traditionally symbolizes feelings of sadness, akin to the phrase ""feeling blue."""
Guffaw ,laugh,4,ROFL (Rolling On the Floor Laughing - internet slang)
Time for relaxing ,leisure,7,Leisure phase
Dying coals in fire ,embers,1,Smoldering embers
Parisian tower designer ,eiffel,2,Gustave Eiffel (principal architect)
One in loco parentis ,guardian,1,Surrogate guardian
Regret ,rue,6,Ruefulness
