CLUE,ANS,POS,FOUND IN
"Hard, spicy beef and pork sausage ",pepperoni,16,Pepperoni (usually mild but some brands offer a hot variety)
City thoroughfare ,street,1,Main street
Godparent ,sponsor,3,Ceremonial sponsor
Reviling with coarse language,abusive,10,Abusive condemnation
Clarified butter,ghee,1,Ghee (traditional clarified butter from India)
A really foul smell ,stench,13,Sulphurous stench
Cherubic,angelic,3,Angelic appearance
Get on - governing body ,board,1,Board member
State of equilibrium ,balance,1,Balanced
Horrific experience ,ordeal,4,Terrifying ordeal
Instructions for cooking ,recipe,18,"Chill: Cool food quickly by placing it in an ice bath or refrigerator; used for both food safety and certain recipes' requirements (e.g., chocolate mousse)."
It's said to be the best medicine ,laughter,14,"Laughter (often referred to as ""laughter is the best medicine"")"
One more time ,again,6,Iteration again
Leave out ,omit,2,Omitting details
Person of great strength -- moon of Saturn ,titan,9,"Titanic (related to Saturn's largest moon, due to its size and mass)"
