CLUE,ANS,POS,FOUND IN
Finlandia composer ,sibelius,1,"Jean Sibelius - Finnish nationalist composer, known for compositions like ""Finlandia"" and ""Kullervo""."
Roman fortification between the Forth and Clyde ,antonine wall,1,"Antonine Wall: This defensive structure, built by the Romans in Britain around AD 80, stretits across parts of present-day Scotland, but it doesn't specifically lie between the Forth and Clyde rivers"
Saturate ,drench,2,Completely drenched
US state ,kansas,4,Arkansas
Hot displeasure ,anger,4,Flaring anger
Runs at (anag) -- Roman god ,saturn,8,"Saturnalia (a festival associated with celebration which can involve revelry that includes dancing and feasting, but not directly ""running"")"
(Walk with) a stiff pompous gait ,strut,1,Arrogant strut
False excuse ,pretext,11,Illusory pretext
Child's construction set ,lego,15,Legos or Lego blocks
Indian tea state ,assam,1,"Assam: Famous for its full-bodied, malty flavor."
Pare ,trim,2,Trimming off excess material
Without a particular aim or purpose - say a choice ,random,5,Random option
Not merited ,unearned,7,Unearned advantage
Decorates ,adorns,1,Adorns with intricate patterns
Saint and King of Norway ,olaf,1,Olaf Tryggvason
Hairstyle cut shortly and evenly all round,bob,1,Blanket bob
Person with refined tastes in food and drink ,epicure,1,Epicurean gourmand
